menu	id	label
Language	IDM_LANG_ESCRIPT	ESCRIPT
Language	IDM_LANG_FORTH	Forth
Language	IDM_LANG_FORTRAN	Fortran (free form)
Language	IDM_LANG_FORTRAN_77	Fortran (fixed form)
Language	IDM_LANG_FREEBASIC	Freebasic
Language	IDM_LANG_GDSCRIPT	GDScript
Language	IDM_LANG_GOLANG	Go
Language	IDM_LANG_GUI4CLI	Gui4Cli
Language	IDM_LANG_HASKELL	Haskell
Language	IDM_LANG_HOLLYWOOD	Hollywood
Language	IDM_LANG_HTML	HTML
Language	IDM_LANG_INI	INI file
Language	IDM_LANG_INNO	Inno Setup
Language	IDM_LANG_IHEX	Intel HEX
Language	IDM_LANG_JAVA	Java
Language	IDM_LANG_JS	JavaScript
Language	IDM_LANG_JSON	JSON
Language	IDM_LANG_JSON5	JSON5
Language	IDM_LANG_JSP	JSP
Language	IDM_LANG_KIX	KIXtart
Language	IDM_LANG_LISP	LISP
Language	IDM_LANG_LATEX	LaTeX
Language	IDM_LANG_LUA	Lua
Language	IDM_LANG_MAKEFILE	Makefile
Language	IDM_LANG_MATLAB	Matlab
Language	IDM_LANG_MSSQL	Microsoft Transact-SQL
Language	IDM_LANG_MMIXAL	MMIXAL
Language	IDM_LANG_ASCII	MS-DOS Style
Language	IDM_LANG_NIM	Nim
Language	IDM_LANG_NNCRONTAB	Nncrontab
Language	IDM_LANG_NSIS	NSIS
Language	IDM_LANG_OBJC	Objective-C
Language	IDM_LANG_OSCRIPT	OScript
Language	IDM_LANG_PASCAL	Pascal
Language	IDM_LANG_PERL	Perl
Language	IDM_LANG_PHP	PHP
Language	IDM_LANG_PS	PostScript
Language	IDM_LANG_POWERSHELL	PowerShell
Language	IDM_LANG_PROPS	Properties
Language	IDM_LANG_PUREBASIC	Purebasic
Language	IDM_LANG_PYTHON	Python
Language	IDM_LANG_R	R
Language	IDM_LANG_RAKU	Raku
Language	IDM_LANG_REBOL	REBOL
Language	IDM_LANG_REGISTRY	Registry
Language	IDM_LANG_RC	Resource file
Language	IDM_LANG_RUBY	Ruby
Language	IDM_LANG_RUST	Rust
Language	IDM_LANG_SAS	SAS
Language	IDM_LANG_BASH	Shell
Language	IDM_LANG_SCHEME	Scheme
Language	IDM_LANG_SMALLTALK	Smalltalk
Language	IDM_LANG_SPICE	Spice
Language	IDM_LANG_SQL	SQL
Language	IDM_LANG_SWIFT	Swift
Language	IDM_LANG_SREC	S-Record
Language	IDM_LANG_TCL	TCL
Language	IDM_LANG_TEHEX	Tektronix extended HEX
Language	IDM_LANG_TEX	TeX
Language	IDM_LANG_TOML	TOML
Language	IDM_LANG_TXT2TAGS	txt2tags
Language	IDM_LANG_TYPESCRIPT	TypeScript
Language	IDM_LANG_VERILOG	Verilog
Language	IDM_LANG_VHDL	VHDL
Language	IDM_LANG_VB	Visual Basic
Language	IDM_LANG_VISUALPROLOG	Visual Prolog
Language	IDM_LANG_XML	XML
Language	IDM_LANG_YAML	YAML
Language	IDM_LANG_USER_DLG	Define your language...
Language	IDM_LANG_OPENUDLDIR	Open User Defined Language folder...
Language	IDM_LANG_UDLCOLLECTION_PROJECT_SITE	Notepad++ User Defined Languages Collection
Language	IDM_LANG_USER	User-Defined
Language	IDM_LANG_TEXT	None (Normal Text)
Language	IDM_LANG_FLASH	A › ActionScript
Language	IDM_LANG_ADA	A › Ada
Language	IDM_LANG_ASN1	A › ASN.1
Language	IDM_LANG_ASP	A › ASP
Language	IDM_LANG_ASM	A › Assembly
Language	IDM_LANG_AU3	A › AutoIt
Language	IDM_LANG_AVS	A › AviSynth
Language	IDM_LANG_BAANC	B › BaanC
Language	IDM_LANG_BATCH	B › Batch
Language	IDM_LANG_BLITZBASIC	B › Blitzbasic
Language	IDM_LANG_C	C › C
Language	IDM_LANG_CS	C › C#
Language	IDM_LANG_CPP	C › C++
Language	IDM_LANG_CAML	C › Caml
Language	IDM_LANG_CMAKE	C › CMake
Language	IDM_LANG_COBOL	C › COBOL
Language	IDM_LANG_CSOUND	C › CSound
Language	IDM_LANG_COFFEESCRIPT	C › CoffeeScript
Language	IDM_LANG_CSS	C › CSS
Language	IDM_LANG_D	D › D
Language	IDM_LANG_DIFF	D › Diff
Language	IDM_LANG_ERLANG	E › Erlang
Language	IDM_LANG_ERRORLIST	E › ErrorList
Language	IDM_LANG_ESCSEQ	E › Escape Sequence (ANSI)
Language	IDM_LANG_ESCRIPT	E › ESCRIPT
Language	IDM_LANG_FORTH	F › Forth
Language	IDM_LANG_FORTRAN	F › Fortran (free form)
Language	IDM_LANG_FORTRAN_77	F › Fortran (fixed form)
Language	IDM_LANG_FREEBASIC	F › Freebasic
Language	IDM_LANG_GDSCRIPT	G › GDScript
Language	IDM_LANG_GOLANG	G › Go
Language	IDM_LANG_GUI4CLI	G › Gui4Cli
Language	IDM_LANG_HASKELL	H › Haskell
Language	IDM_LANG_HOLLYWOOD	H › Hollywood
Language	IDM_LANG_HTML	H › HTML
Language	IDM_LANG_INI	I › INI file
Language	IDM_LANG_INNO	I › Inno Setup
Language	IDM_LANG_IHEX	I › Intel HEX
Language	IDM_LANG_JAVA	J › Java
Language	IDM_LANG_JS	J › JavaScript
Language	IDM_LANG_JSON	J › JSON
Language	IDM_LANG_JSON5	J › JSON5
Language	IDM_LANG_JSP	J › JSP
Language	IDM_LANG_KIX	KIXtart
Language	IDM_LANG_LATEX	L › LaTeX
Language	IDM_LANG_LISP	L › LISP
Language	IDM_LANG_LUA	L › Lua
Language	IDM_LANG_MAKEFILE	M › Makefile
Language	IDM_LANG_MATLAB	M › Matlab
Language	IDM_LANG_MSSQL	M › Microsoft Transact-SQL
Language	IDM_LANG_MMIXAL	M › MMIXAL
Language	IDM_LANG_ASCII	M › MS-DOS Style
Language	IDM_LANG_NIM	N › Nim
Language	IDM_LANG_NNCRONTAB	N › Nncrontab
Language	IDM_LANG_NSIS	N › NSIS
Language	IDM_LANG_OBJC	O › Objective-C
Language	IDM_LANG_OSCRIPT	O › OScript
Language	IDM_LANG_PASCAL	P › Pascal
Language	IDM_LANG_PERL	P › Perl
Language	IDM_LANG_PHP	P › PHP
Language	IDM_LANG_PS	P › PostScript
Language	IDM_LANG_POWERSHELL	P › PowerShell
Language	IDM_LANG_PROPS	P › Properties
Language	IDM_LANG_PUREBASIC	P › Purebasic
Language	IDM_LANG_PYTHON	P › Python
Language	IDM_LANG_R	R › R
Language	IDM_LANG_RAKU	R › Raku
Language	IDM_LANG_REBOL	R › REBOL
Language	IDM_LANG_REGISTRY	R › Registry
Language	IDM_LANG_RC	R › Resource file
Language	IDM_LANG_RUBY	R › Ruby
Language	IDM_LANG_RUST	R › Rust
Language	IDM_LANG_SAS	S › SAS
Language	IDM_LANG_BASH	S › Shell
Language	IDM_LANG_SCHEME	S › Scheme
Language	IDM_LANG_SMALLTALK	S › Smalltalk
Language	IDM_LANG_SPICE	S › Spice
Language	IDM_LANG_SQL	S › SQL
Language	IDM_LANG_SWIFT	S › Swift
Language	IDM_LANG_SREC	S › S-Record
Language	IDM_LANG_TCL	T › TCL
Language	IDM_LANG_TEHEX	T › Tektronix extended HEX
Language	IDM_LANG_TEX	T › TeX
Language	IDM_LANG_TOML	T › TOML
Language	IDM_LANG_TXT2TAGS	T › txt2tags
Language	IDM_LANG_TYPESCRIPT	T › TypeScript
Language	IDM_LANG_VB	V › Visual Basic
Language	IDM_LANG_VISUALPROLOG	V › Visual Prolog
Language	IDM_LANG_VHDL	V › VHDL
Language	IDM_LANG_VERILOG	V › Verilog
Language	IDM_LANG_XML	XML
Language	IDM_LANG_YAML	YAML
Language	IDM_LANG_USER_DLG	User Defined Language › Define your language...
Language	IDM_LANG_OPENUDLDIR	User Defined Language › Open User Defined Language folder...
Language	IDM_LANG_UDLCOLLECTION_PROJECT_SITE	User Defined Language › Notepad++ User Defined Languages Collection
Language	IDM_LANG_USER	User-Defined
Edit	IDM_EDIT_UNDO	Undo
Edit	IDM_EDIT_REDO	Redo
Edit	IDM_EDIT_CUT	Cut
Edit	IDM_EDIT_COPY	Copy
Edit	IDM_EDIT_PASTE	Paste
Edit	IDM_EDIT_DELETE	Delete
Edit	IDM_EDIT_SELECTALL	Select All
Edit	IDM_EDIT_BEGINENDSELECT	Begin/End Select
Edit	IDM_EDIT_BEGINENDSELECT_COLUMNMODE	Begin/End Select in Column Mode
Edit	IDM_EDIT_INSERT_DATETIME_SHORT	Insert › Date Time (short)
Edit	IDM_EDIT_INSERT_DATETIME_LONG	Insert › Date Time (long)
Edit	IDM_EDIT_INSERT_DATETIME_CUSTOMIZED	Insert › Date Time (customized)
Edit	IDM_EDIT_FULLPATHTOCLIP	Copy to Clipboard › Copy Current Full File path
Edit	IDM_EDIT_FILENAMETOCLIP	Copy to Clipboard › Copy Current Filename
Edit	IDM_EDIT_CURRENTDIRTOCLIP	Copy to Clipboard › Copy Current Dir. Path
Edit	IDM_EDIT_COPY_ALL_NAMES	Copy to Clipboard › Copy All Filenames
Edit	IDM_EDIT_COPY_ALL_PATHS	Copy to Clipboard › Copy All File Paths
Edit	IDM_EDIT_INS_TAB	Indent › Increase Line Indent
Edit	IDM_EDIT_RMV_TAB	Indent › Decrease Line Indent
Edit	IDM_EDIT_UPPERCASE	Convert Case to › UPPERCASE
Edit	IDM_EDIT_LOWERCASE	Convert Case to › lowercase
Edit	IDM_EDIT_PROPERCASE_FORCE	Convert Case to › Proper Case
Edit	IDM_EDIT_PROPERCASE_BLEND	Convert Case to › Proper Case (blend)
Edit	IDM_EDIT_SENTENCECASE_FORCE	Convert Case to › Sentence case
Edit	IDM_EDIT_SENTENCECASE_BLEND	Convert Case to › Sentence case (blend)
Edit	IDM_EDIT_INVERTCASE	Convert Case to › iNVERT cASE
Edit	IDM_EDIT_RANDOMCASE	Convert Case to › ranDOm CasE
